sender,recipient,time,keyword_flag,suspicious_keyword_count,exfil_flag,subject_len,sentiment,caps_ratio,is_external,has_attachment,attachment_size_bytes
samuel.diaz@acmecorp.com,elizabeth.mendoza@acmecorp.com,2024-01-01 10:14:00,1,1,0,32,0,0.125,0,0,0
andrew.rogers@acmecorp.com,benjamin.cox@acmecorp.com,2024-01-01 07:53:00,0,0,0,11,0,0.182,0,0,0
karen.robinson@acmecorp.com,patrick.kelly@acmecorp.com,2024-01-01 14:51:00,0,0,0,21,0,0.143,0,0,0
kathleen.stewart@acmecorp.com,elizabeth.mendoza@acmecorp.com,2024-01-01 09:37:00,0,0,0,16,0,0.125,0,0,0
samantha.cook@acmecorp.com,mark.wright@acmecorp.com,2024-01-01 08:42:00,0,0,0,11,0,0.182,0,0,0
linda.perez@acmecorp.com,margaret.ross@acmecorp.com,2024-01-01 13:24:00,0,0,0,25,0,0.12,0,1,218650
benjamin.cox@acmecorp.com,paul.torres@acmecorp.com,2024-01-01 18:16:00,0,0,0,25,0,0.12,0,0,0
christine.evans@acmecorp.com,christine.wood@acmecorp.com,2024-01-01 07:23:00,0,0,0,19,0,0.158,0,0,0
pamela.gray@acmecorp.com,robert.ramos@acmecorp.com,2024-01-01 15:43:00,0,0,0,21,0,0.143,0,0,0
edward.miller@acmecorp.com,contact21@yahoo.com,2024-01-01 18:13:00,0,0,0,19,0,0.158,1,0,0
catherine.green@acmecorp.com,kathleen.cruz@acmecorp.com,2024-01-01 15:14:00,0,0,0,20,0,0.1,0,0,0
sharon.rodriguez@acmecorp.com,shirley.cox@acmecorp.com,2024-01-01 08:01:00,1,1,0,24,-1,0.125,0,0,0
david.cook@acmecorp.com,nicole.brooks@acmecorp.com,2024-01-01 17:56:00,0,0,0,20,0,0.15,0,0,0
carol.baker@acmecorp.com,cynthia.taylor@acmecorp.com,2024-01-01 10:20:00,0,0,0,23,0,0.13,0,0,0
patrick.kelly@acmecorp.com,stephen.ortiz@acmecorp.com,2024-01-01 12:17:00,0,0,0,21,0,0.143,0,0,0
gary.williams@acmecorp.com,elizabeth.mendoza@acmecorp.com,2024-01-01 20:02:00,0,0,0,29,0,0.103,0,0,0
melissa.howard@acmecorp.com,scott.garcia@acmecorp.com,2024-01-01 14:58:00,0,0,0,21,0,0.19,0,0,0
donald.lee@acmecorp.com,michael.bailey@acmecorp.com,2024-01-01 17:53:00,0,0,0,16,0,0.125,0,0,0
justin.phillips@acmecorp.com,shirley.cox@acmecorp.com,2024-01-01 13:07:00,0,0,0,11,0,0.182,0,0,0
andrew.rogers@acmecorp.com,cynthia.taylor@acmecorp.com,2024-01-01 17:11:00,1,3,0,30,-1,0.3,0,1,46376939
karen.edwards@acmecorp.com,steven.miller@acmecorp.com,2024-01-01 13:17:00,0,0,0,20,0,0.15,0,0,0
maria.gray@acmecorp.com,nancy.howard@acmecorp.com,2024-01-01 10:16:00,0,0,0,23,0,0.13,0,1,151536
donald.lee@acmecorp.com,janet.morales@acmecorp.com,2024-01-01 08:00:00,0,0,0,23,0,0.13,0,0,0
gary.williams@acmecorp.com,alexander.martin@acmecorp.com,2024-01-01 15:43:00,0,0,0,16,0,0.125,0,0,0
raymond.parker@acmecorp.com,patrick.kelly@acmecorp.com,2024-01-01 12:24:00,0,0,0,21,0,0.19,0,0,0
ashley.thomas@acmecorp.com,melissa.howard@acmecorp.com,2024-01-01 19:12:00,0,0,0,23,0,0.13,0,0,0
melissa.howard@acmecorp.com,contact20@outlook.com,2024-01-01 15:15:00,0,0,0,23,0,0.13,1,0,0
stephanie.sanders@acmecorp.com,mark.anderson@acmecorp.com,2024-01-01 18:23:00,0,0,0,25,0,0.12,0,1,1782064
eric.harris@acmecorp.com,sharon.sanders@acmecorp.com,2024-01-01 12:35:00,0,0,0,23,0,0.13,0,1,4268550
michelle.robinson@acmecorp.com,jason.hughes@acmecorp.com,2024-01-01 18:06:00,0,0,0,25,0,0.12,0,0,0
christine.peterson@acmecorp.com,cynthia.cruz@acmecorp.com,2024-01-01 18:40:00,0,0,0,11,0,0.182,0,0,0
anthony.bennett@acmecorp.com,stephanie.sanders@acmecorp.com,2024-01-01 09:57:00,0,0,0,25,0,0.12,0,0,0
karen.robinson@acmecorp.com,mark.edwards@acmecorp.com,2024-01-01 07:09:00,0,0,0,25,0,0.12,0,0,0
robert.ramos@acmecorp.com,sharon.lee@acmecorp.com,2024-01-01 08:18:00,0,0,0,23,0,0.13,0,1,2167694
sharon.sanders@acmecorp.com,christine.wood@acmecorp.com,2024-01-01 15:22:00,0,0,0,23,0,0.13,0,0,0
sandra.campbell@acmecorp.com,gary.ramirez@acmecorp.com,2024-01-01 12:47:00,0,0,0,19,0,0.158,0,0,0
raymond.parker@acmecorp.com,margaret.ross@acmecorp.com,2024-01-01 14:36:00,0,0,0,21,0,0.143,0,1,3475345
stephen.ortiz@acmecorp.com,david.cook@acmecorp.com,2024-01-01 11:50:00,0,0,0,11,0,0.182,0,0,0
karen.robinson@acmecorp.com,brian.chavez@acmecorp.com,2024-01-01 07:43:00,0,0,0,19,0,0.158,0,0,0
amy.phillips@acmecorp.com,linda.perez@acmecorp.com,2024-01-01 15:55:00,0,0,0,20,0,0.15,0,1,3678182
carol.baker@acmecorp.com,david.jones@acmecorp.com,2024-01-01 09:35:00,0,0,0,23,0,0.13,0,0,0
ashley.long@acmecorp.com,anthony.bennett@acmecorp.com,2024-01-01 17:36:00,0,0,0,20,0,0.15,0,0,0
gary.ramirez@acmecorp.com,ashley.thomas@acmecorp.com,2024-01-01 08:33:00,0,0,0,25,0,0.12,0,0,0
angela.hernandez@acmecorp.com,paul.torres@acmecorp.com,2024-01-01 07:11:00,0,0,0,25,0,0.12,0,1,2927572
elizabeth.alvarez@acmecorp.com,melissa.howard@acmecorp.com,2024-01-01 12:19:00,0,0,0,23,0,0.13,0,0,0
steven.robinson@acmecorp.com,andrew.rogers@acmecorp.com,2024-01-01 07:10:00,0,0,0,21,0,0.143,0,0,0
brian.lewis@acmecorp.com,laura.williams@acmecorp.com,2024-01-01 10:29:00,0,0,0,20,0,0.15,0,0,0
emma.diaz@acmecorp.com,ashley.long@acmecorp.com,2024-01-01 16:25:00,0,0,0,25,0,0.12,0,1,1666829
emily.foster@acmecorp.com,brian.lewis@acmecorp.com,2024-01-01 07:34:00,0,0,0,20,0,0.1,0,0,0
justin.kim@acmecorp.com,kathleen.stewart@acmecorp.com,2024-01-01 09:24:00,0,0,0,21,0,0.143,0,0,0
brandon.reed@acmecorp.com,andrew.rogers@acmecorp.com,2024-01-01 12:23:00,0,0,0,25,0,0.12,0,0,0
charles.patel@acmecorp.com,karen.edwards@acmecorp.com,2024-01-01 14:26:00,0,0,0,21,0,0.19,0,0,0
carol.baker@acmecorp.com,kathleen.stewart@acmecorp.com,2024-01-01 19:39:00,1,1,0,24,-1,0.125,0,0,0
brandon.reed@acmecorp.com,christine.wilson@acmecorp.com,2024-01-01 08:10:00,0,0,0,25,0,0.12,0,0,0
alexander.rodriguez@acmecorp.com,steven.miller@acmecorp.com,2024-01-01 20:20:00,0,0,0,19,0,0.158,0,1,214243
samuel.diaz@acmecorp.com,laura.williams@acmecorp.com,2024-01-01 09:17:00,0,0,0,16,0,0.125,0,0,0
lisa.cox@acmecorp.com,paul.lee@acmecorp.com,2024-01-01 09:29:00,0,0,0,29,0,0.103,0,0,0
katherine.cooper@acmecorp.com,kathleen.stewart@acmecorp.com,2024-01-01 07:47:00,0,0,0,23,0,0.13,0,0,0
brian.lewis@acmecorp.com,stephen.nguyen@acmecorp.com,2024-01-01 09:35:00,0,0,0,16,0,0.125,0,0,0
christine.evans@acmecorp.com,thomas.hall@acmecorp.com,2024-01-01 13:17:00,0,0,0,25,0,0.12,0,1,1977823
andrew.rogers@acmecorp.com,laura.ruiz@acmecorp.com,2024-01-01 14:41:00,0,0,0,20,0,0.15,0,0,0
kathleen.smith@acmecorp.com,anthony.wright@acmecorp.com,2024-01-01 17:36:00,0,0,0,11,0,0.182,0,0,0
stephanie.sanders@acmecorp.com,laura.ruiz@acmecorp.com,2024-01-01 19:07:00,0,0,0,21,0,0.143,0,0,0
stephen.johnson@acmecorp.com,pamela.gray@acmecorp.com,2024-01-01 19:43:00,0,0,0,23,0,0.13,0,0,0
rachel.foster@acmecorp.com,karen.watson@acmecorp.com,2024-01-01 16:21:00,0,0,0,21,0,0.143,0,0,0
raymond.parker@acmecorp.com,paul.torres@acmecorp.com,2024-01-01 18:46:00,0,0,0,13,0,0.154,0,0,0
alexander.martin@acmecorp.com,eric.harris@acmecorp.com,2024-01-01 19:15:00,0,0,0,25,0,0.12,0,1,2471950
kimberly.long@acmecorp.com,jessica.reyes@acmecorp.com,2024-01-01 08:45:00,1,2,1,21,0,0.143,0,0,0
margaret.ross@acmecorp.com,benjamin.cox@acmecorp.com,2024-01-01 16:14:00,0,0,0,11,0,0.182,0,0,0
emma.diaz@acmecorp.com,justin.kim@acmecorp.com,2024-01-01 09:13:00,0,0,0,25,0,0.12,0,0,0
karen.robinson@acmecorp.com,laura.ruiz@acmecorp.com,2024-01-01 14:24:00,0,0,0,25,0,0.12,0,0,0
jason.hughes@acmecorp.com,scott.garcia@acmecorp.com,2024-01-01 19:42:00,0,0,0,21,0,0.19,0,0,0
lisa.cox@acmecorp.com,nicole.brooks@acmecorp.com,2024-01-01 07:59:00,0,0,0,25,0,0.12,0,0,0
paul.torres@acmecorp.com,andrew.rogers@acmecorp.com,2024-01-01 11:13:00,0,0,0,19,0,0.158,0,0,0
margaret.wood@acmecorp.com,samuel.diaz@acmecorp.com,2024-01-01 14:15:00,0,0,0,21,0,0.19,0,0,0
deborah.kelly@acmecorp.com,ashley.thomas@acmecorp.com,2024-01-01 15:34:00,0,0,0,19,0,0.158,0,0,0
nicole.brooks@acmecorp.com,rachel.foster@acmecorp.com,2024-01-01 08:22:00,0,0,0,13,0,0.154,0,0,0
sharon.rodriguez@acmecorp.com,nicole.brooks@acmecorp.com,2024-01-01 11:37:00,0,0,0,23,0,0.13,0,0,0
melissa.howard@acmecorp.com,stephen.johnson@acmecorp.com,2024-01-01 07:32:00,0,0,0,20,0,0.15,0,0,0
brandon.castillo@acmecorp.com,brian.chavez@acmecorp.com,2024-01-01 18:45:00,0,0,0,23,0,0.13,0,0,0
christine.wilson@acmecorp.com,maria.gray@acmecorp.com,2024-01-01 14:02:00,0,0,0,21,0,0.143,0,0,0
kathleen.cruz@acmecorp.com,stephanie.sanders@acmecorp.com,2024-01-01 13:00:00,0,0,0,21,0,0.19,0,1,1792221
amy.phillips@acmecorp.com,michelle.robinson@acmecorp.com,2024-01-01 10:28:00,0,0,0,23,0,0.13,0,0,0
christine.wilson@acmecorp.com,kathleen.smith@acmecorp.com,2024-01-01 18:59:00,0,0,0,21,0,0.143,0,0,0
laura.williams@acmecorp.com,jennifer.sanders@acmecorp.com,2024-01-01 12:30:00,0,0,0,20,0,0.15,0,0,0
kathleen.stewart@acmecorp.com,steven.robinson@acmecorp.com,2024-01-01 13:42:00,0,0,0,23,0,0.13,0,0,0
andrew.rogers@acmecorp.com,edward.miller@acmecorp.com,2024-01-01 16:17:00,0,0,0,19,0,0.158,0,0,0
cynthia.cruz@acmecorp.com,margaret.ross@acmecorp.com,2024-01-01 13:30:00,0,0,0,13,0,0.154,0,1,3087449
scott.garcia@acmecorp.com,karen.robinson@acmecorp.com,2024-01-01 12:08:00,0,0,0,25,0,0.12,0,0,0
dennis.jimenez@acmecorp.com,anthony.bennett@acmecorp.com,2024-01-01 13:45:00,0,0,0,21,0,0.143,0,0,0
stephen.ortiz@acmecorp.com,robert.ramos@acmecorp.com,2024-01-01 14:06:00,0,0,0,19,0,0.158,0,0,0
angela.hernandez@acmecorp.com,contact71@outlook.com,2024-01-01 12:41:00,0,0,0,23,0,0.13,1,0,0
christopher.martinez@acmecorp.com,cynthia.cruz@acmecorp.com,2024-01-01 16:51:00,0,0,0,20,0,0.15,0,0,0
robert.ramos@acmecorp.com,justin.kim@acmecorp.com,2024-01-01 15:06:00,0,0,0,16,0,0.125,0,0,0
patrick.kelly@acmecorp.com,contact198@gmail.com,2024-01-01 07:46:00,0,0,0,19,0,0.158,1,1,4753220
alexander.martin@acmecorp.com,melissa.howard@acmecorp.com,2024-01-01 10:36:00,0,0,0,21,0,0.143,0,0,0
pamela.gray@acmecorp.com,donald.taylor@acmecorp.com,2024-01-01 09:23:00,0,0,0,16,0,0.125,0,1,2979425
anthony.bennett@acmecorp.com,mark.edwards@acmecorp.com,2024-01-01 17:54:00,0,0,0,21,0,0.143,0,1,4631009
mark.anderson@acmecorp.com,michelle.robinson@acmecorp.com,2024-01-01 14:24:00,0,0,0,21,0,0.19,0,0,0
deborah.kelly@acmecorp.com,nancy.scott@acmecorp.com,2024-01-01 15:25:00,0,0,0,11,0,0.182,0,0,0
david.cook@acmecorp.com,anna.reyes@acmecorp.com,2024-01-01 11:23:00,0,0,0,25,0,0.12,0,0,0
karen.watson@acmecorp.com,ashley.thomas@acmecorp.com,2024-01-01 17:06:00,0,0,0,23,0,0.13,0,0,0
samuel.diaz@acmecorp.com,patricia.garcia@acmecorp.com,2024-01-01 07:25:00,0,0,0,16,0,0.125,0,0,0
nancy.scott@acmecorp.com,alexander.martin@acmecorp.com,2024-01-01 10:32:00,0,0,0,16,0,0.125,0,0,0
maria.gray@acmecorp.com,benjamin.cox@acmecorp.com,2024-01-01 09:40:00,0,0,0,23,0,0.13,0,0,0
alexander.martin@acmecorp.com,christine.peterson@acmecorp.com,2024-01-01 07:28:00,1,2,0,29,0,0.138,0,0,0
dennis.jimenez@acmecorp.com,anthony.mendoza@acmecorp.com,2024-01-01 18:22:00,1,2,1,27,0,0.148,0,1,29288350
karen.watson@acmecorp.com,anthony.bennett@acmecorp.com,2024-01-01 20:08:00,0,0,0,20,0,0.1,0,0,0
linda.perez@acmecorp.com,kimberly.james@acmecorp.com,2024-01-01 15:10:00,0,0,0,21,0,0.143,0,0,0
linda.perez@acmecorp.com,donald.lee@acmecorp.com,2024-01-01 07:03:00,0,0,0,21,0,0.19,0,0,0
brandon.castillo@acmecorp.com,steven.miller@acmecorp.com,2024-01-01 08:29:00,0,0,0,20,0,0.15,0,1,1886540
michael.bailey@acmecorp.com,deborah.kelly@acmecorp.com,2024-01-01 10:21:00,0,0,0,19,0,0.158,0,0,0
brandon.castillo@acmecorp.com,robert.ramos@acmecorp.com,2024-01-01 10:18:00,0,0,0,29,0,0.103,0,0,0
sharon.sanders@acmecorp.com,karen.edwards@acmecorp.com,2024-01-01 19:42:00,0,0,0,16,0,0.125,0,0,0
pamela.gray@acmecorp.com,nancy.howard@acmecorp.com,2024-01-01 09:00:00,0,0,0,21,0,0.19,0,0,0
sharon.lee@acmecorp.com,karen.robinson@acmecorp.com,2024-01-01 19:47:00,0,0,0,20,0,0.15,0,0,0
laura.ruiz@acmecorp.com,donald.taylor@acmecorp.com,2024-01-01 20:11:00,0,0,0,16,0,0.125,0,1,3026418
charles.patel@acmecorp.com,michelle.robinson@acmecorp.com,2024-01-01 08:16:00,0,0,0,20,0,0.15,0,0,0
jessica.reyes@acmecorp.com,kimberly.long@acmecorp.com,2024-01-01 14:31:00,0,0,0,16,0,0.125,0,0,0
andrew.rogers@acmecorp.com,emily.foster@acmecorp.com,2024-01-01 13:32:00,0,0,0,21,0,0.143,0,0,0
karen.edwards@acmecorp.com,jason.hughes@acmecorp.com,2024-01-01 10:23:00,0,0,0,21,0,0.143,0,0,0
nancy.howard@acmecorp.com,contact200@protonmail.com,2024-01-01 11:04:00,0,0,0,20,0,0.1,1,0,0
rachel.foster@acmecorp.com,dennis.jimenez@acmecorp.com,2024-01-01 14:41:00,0,0,0,25,0,0.12,0,0,0
christopher.martinez@acmecorp.com,anna.reyes@acmecorp.com,2024-01-01 14:27:00,0,0,0,19,0,0.158,0,0,0
emily.foster@acmecorp.com,karen.edwards@acmecorp.com,2024-01-01 17:01:00,0,0,0,19,0,0.158,0,1,779217
deborah.kelly@acmecorp.com,contact128@outlook.com,2024-01-01 07:46:00,0,0,0,23,0,0.13,1,0,0
anthony.wright@acmecorp.com,katherine.cooper@acmecorp.com,2024-01-01 10:40:00,0,0,0,21,0,0.19,0,0,0
lisa.cox@acmecorp.com,contact47@protonmail.com,2024-01-01 17:06:00,0,0,0,21,0,0.143,1,0,0
kenneth.long@acmecorp.com,margaret.wood@acmecorp.com,2024-01-01 18:27:00,0,0,0,29,0,0.103,0,0,0
pamela.gray@acmecorp.com,kenneth.long@acmecorp.com,2024-01-01 14:13:00,0,0,0,11,0,0.182,0,0,0
patricia.garcia@acmecorp.com,christopher.martinez@acmecorp.com,2024-01-01 19:43:00,0,0,0,25,0,0.12,0,0,0
emily.foster@acmecorp.com,contact58@gmail.com,2024-01-01 13:40:00,0,0,0,29,0,0.103,1,0,0
christine.evans@acmecorp.com,gary.williams@acmecorp.com,2024-01-01 10:12:00,0,0,0,23,0,0.13,0,0,0
andrew.rogers@acmecorp.com,patrick.kelly@acmecorp.com,2024-01-01 14:37:00,0,0,0,11,0,0.182,0,0,0
christine.wilson@acmecorp.com,gary.williams@acmecorp.com,2024-01-01 07:31:00,0,0,0,19,0,0.158,0,0,0
janet.morales@acmecorp.com,justin.phillips@acmecorp.com,2024-01-01 17:27:00,0,0,0,19,0,0.158,0,0,0
amy.phillips@acmecorp.com,dennis.jimenez@acmecorp.com,2024-01-01 16:25:00,0,0,0,21,0,0.143,0,0,0
andrew.rogers@acmecorp.com,emma.diaz@acmecorp.com,2024-01-01 10:16:00,0,0,0,16,0,0.125,0,0,0
linda.perez@acmecorp.com,karen.edwards@acmecorp.com,2024-01-01 07:39:00,0,0,0,29,0,0.103,0,1,238883
cynthia.taylor@acmecorp.com,lisa.cox@acmecorp.com,2024-01-01 09:38:00,0,0,0,21,0,0.143,0,0,0
justin.king@acmecorp.com,shirley.cox@acmecorp.com,2024-01-01 20:58:00,0,0,0,19,0,0.158,0,0,0
angela.hernandez@acmecorp.com,michelle.robinson@acmecorp.com,2024-01-01 13:30:00,0,0,0,16,0,0.125,0,0,0
lisa.cox@acmecorp.com,edward.miller@acmecorp.com,2024-01-01 18:55:00,0,0,0,29,0,0.103,0,1,3148466
stephen.ortiz@acmecorp.com,shirley.cox@acmecorp.com,2024-01-01 20:10:00,0,0,0,13,0,0.154,0,0,0
scott.garcia@acmecorp.com,justin.kim@acmecorp.com,2024-01-01 09:14:00,0,0,0,21,0,0.143,0,0,0
rachel.foster@acmecorp.com,patrick.kelly@acmecorp.com,2024-01-01 09:26:00,0,0,0,21,0,0.143,0,0,0
nicole.brooks@acmecorp.com,benjamin.cox@acmecorp.com,2024-01-01 20:16:00,0,0,0,16,0,0.125,0,1,3205553
alexander.martin@acmecorp.com,jennifer.sanders@acmecorp.com,2024-01-01 19:21:00,0,0,0,16,0,0.125,0,0,0
melissa.howard@acmecorp.com,sharon.sanders@acmecorp.com,2024-01-01 07:11:00,0,0,0,13,0,0.154,0,0,0
christine.evans@acmecorp.com,michael.bailey@acmecorp.com,2024-01-01 14:58:00,0,0,0,21,0,0.143,0,0,0
sharon.lee@acmecorp.com,charles.patel@acmecorp.com,2024-01-01 07:54:00,0,0,0,20,0,0.15,0,1,4526256
nancy.howard@acmecorp.com,carol.baker@acmecorp.com,2024-01-01 16:05:00,0,0,0,25,0,0.12,0,0,0
stephen.johnson@acmecorp.com,christine.evans@acmecorp.com,2024-01-01 19:23:00,0,0,0,29,0,0.103,0,0,0
kimberly.long@acmecorp.com,kathleen.cruz@acmecorp.com,2024-01-01 07:23:00,0,0,0,23,0,0.13,0,0,0
linda.perez@acmecorp.com,margaret.ross@acmecorp.com,2024-01-01 16:50:00,0,0,0,20,0,0.15,0,0,0
margaret.wood@acmecorp.com,brandon.castillo@acmecorp.com,2024-01-01 08:42:00,0,0,0,16,0,0.125,0,0,0
sandra.campbell@acmecorp.com,steven.miller@acmecorp.com,2024-01-01 14:25:00,0,0,0,20,0,0.15,0,0,0
david.cook@acmecorp.com,contact84@yahoo.com,2024-01-01 08:21:00,0,0,0,16,0,0.125,1,0,0
margaret.ross@acmecorp.com,paul.torres@acmecorp.com,2024-01-01 18:13:00,0,0,0,21,0,0.143,0,0,0
nancy.howard@acmecorp.com,laura.ruiz@acmecorp.com,2024-01-01 08:50:00,0,0,0,13,0,0.154,0,0,0
stephen.johnson@acmecorp.com,christine.wood@acmecorp.com,2024-01-01 08:37:00,0,0,0,25,0,0.12,0,0,0
brian.lewis@acmecorp.com,karen.edwards@acmecorp.com,2024-01-01 17:58:00,1,1,0,37,-1,0.108,0,1,49968587
donald.lee@acmecorp.com,stephen.ortiz@acmecorp.com,2024-01-01 11:39:00,0,0,0,25,0,0.12,0,0,0
maria.gray@acmecorp.com,sharon.rodriguez@acmecorp.com,2024-01-01 15:14:00,0,0,0,21,0,0.143,0,1,3502739
rachel.foster@acmecorp.com,stephen.nguyen@acmecorp.com,2024-01-01 14:25:00,0,0,0,20,0,0.15,0,0,0
stephanie.morales@acmecorp.com,elizabeth.mendoza@acmecorp.com,2024-01-01 17:07:00,0,0,0,21,0,0.143,0,1,3932262
mark.wright@acmecorp.com,sharon.rodriguez@acmecorp.com,2024-01-01 11:31:00,0,0,0,21,0,0.143,0,0,0
kimberly.james@acmecorp.com,contact132@outlook.com,2024-01-01 14:20:00,0,0,0,23,0,0.13,1,0,0
gary.ramirez@acmecorp.com,kathleen.stewart@acmecorp.com,2024-01-01 09:04:00,0,0,0,16,0,0.125,0,1,928301
michael.bailey@acmecorp.com,stephen.nguyen@acmecorp.com,2024-01-01 20:41:00,0,0,0,21,0,0.143,0,0,0
dennis.jimenez@acmecorp.com,contact163@yahoo.com,2024-01-01 08:28:00,0,0,0,25,0,0.12,1,0,0
emma.diaz@acmecorp.com,lisa.cox@acmecorp.com,2024-01-01 07:38:00,0,0,0,21,0,0.143,0,0,0
justin.phillips@acmecorp.com,maria.gray@acmecorp.com,2024-01-01 13:43:00,1,3,0,30,-1,0.3,0,0,0
kimberly.long@acmecorp.com,patrick.kelly@acmecorp.com,2024-01-01 14:14:00,0,0,0,16,0,0.125,0,1,3109864
sharon.rodriguez@acmecorp.com,cynthia.cruz@acmecorp.com,2024-01-01 12:52:00,0,0,0,23,0,0.13,0,0,0
michael.bailey@acmecorp.com,timothy.scott@acmecorp.com,2024-01-01 19:22:00,0,0,0,21,0,0.143,0,0,0
mark.wright@acmecorp.com,stephanie.morales@acmecorp.com,2024-01-01 08:40:00,0,0,0,20,0,0.15,0,0,0
laura.ruiz@acmecorp.com,ashley.long@acmecorp.com,2024-01-01 11:20:00,0,0,0,25,0,0.12,0,1,822439
stephen.nguyen@acmecorp.com,kathleen.stewart@acmecorp.com,2024-01-01 10:26:00,0,0,0,21,0,0.143,0,0,0
